FirstName,SecondName,ThirdName,LastName,IndividualAlias
Muhammad Sholeh,,,IBRAHIM,"Mohammad Sholeh IBRAHIM , Muhammad Sholeh IBROHIM , Sholeh IBRAHIM , Muhammad Soleh IBRAHIM , Muh Sholeh IBRAHIM "
Tuah,,,FEBRIWANSYAH,"Tuah FEBRIWANSYAH BIN ARIF HASRUDIN , Tuwah FEBRIWANSAH , Muhammad FACHRI , Muhammad FACHRIA , Muhammad FACHRY "
Hafiz Saeed,,,KHAN,"Hafiz SAEED , Said Khan HAFIZ , Wali Hafiz Sayid KHAN , Hafiz SA'ID , Hafiz Sa'id KHAN , Hafiz Said KHAN , Hafiz Said Muhammad KHAN , Hafez Sayed KHAN , Shaykh Hafidh Sa'id KHAN , Sayed AHMAD "
Geova,,,BURITICA HINCAPIE," CAMILO CHATA ,  MI VIEJO "
Mounir Ben Dhaou Ben Brahim Ben,,,HELAL,"Mounir HELEL , Mounir HILEL ,  RAHMAH  Abu ,  AL-TUNISI  Abu Maryam ,  IBRAHIM  Munir Bin Du Bin "
Mohammed,,,NUR,"Mohammed NURA , Mammam NUR , Mohammad NUR ,  MUHAMMAD  Muhammad , Mallam Ahmed NURU "
Mustapha,,,CHAD,Mustapha TCHAD 
Husayn Al-Salihin Salih,,,AL-SHA'IRI,"Hasan al-Salahayn Salih AL-SHA'ARI ,  ABU-HABIB  Hasan ,  AL-SALIHIN  Habib ,  AL-LIBI  Abu-Habib "
Muwaffaq Mustafa Muhammad,,,AL-KARMUSH," Abu Salah , Muwafaq Mustafa Muhammad Ali AL KASAB , Muwafaq Mustafa Muhammad 'Ali AL-KARMUSH ,  AL-'AFRI  Abu Salah , Muwaffaq Mustafa Mohammad EL KHARMOUSH , Muwafaq Mustafa AL-KARMUSH , Muwaffaq Mustafa MUHAMMAD , Muwaffaq Mustafa Muhammad 'Ali Mahmud AL-KARMUSH , Muwaffaq KARMUSH , Muafaq Mustafa Mohammed AL-KARMOUSH , Muwaffaq Mustafa AL-KARMUSH , Muwafaq Mustafa Mohammed Ali KARMOOSH "
Omar,,,HUSSAIN, AL-BRITANI  Abu Sa'eed 
Kyong Nam,,,KIM,Kyo'ng-Nam KIM 
Su Man,,,HWANG,Kyong Nam HWANG 
Paul Malong,,,AWAN,"Paul Malong Awan ANEI , Paul MALONG , Bol MALONG , Paul Awan MALONG "
Abu Ubaydah Khayri Hafiz,,,AL-AGHA,"Abu Obaidah Khairy Hafiz ALAGHA , Abou Oubida Khairy Hafiz EL AGHA , Abu Obaida Khairi Hafiz AL AGHA , Abu Obidah Khairi Hafez ALAGHA , Abu Ubaida Khairee Hafez AL AGHA , Abu-Obaidah Khairy HAFEZ , Abuobaida Khairy Hafez ALAGHA , Abu Obaida Khairy Hafiz AGHA , Abu Ubaydah Khayr HAFIZ , Abu Ubaydah Khayri AL-AGHA , Abu 'Ubaydah Khayri HAFIZ , Abu Ubayda Hairi HAFAZ , Abu Ubayda Khayri AL-AGHA , Abu Ubaydah Khayr AGHA , Abu Obaida Khairy ALAGHA , Abu Obeidah Kheiri ALAGHA , Abuobaidah Kh H AL AGHA ,  HAFEZ  Abu-Obaidah K. ,  HAFIZ  Abu Obidah K ,  AL-AGHA  Abu-'Ubaydah ,  ALAGHA  Abu Obaida ,  HAFEZ  Abo Obeida ,  HAFIZ  Abu Ubayda ,  HAFEZ  Abu Obaida ,  HAFETH  Abu Ubaydah ,  HAFITH  Abu Ubaydah "
Mahir Jawad Yunis,,,SALAH,"Mahir Jawwad Yunis SALAH , Maher Jawad Yunis SALAH , Maher Jawad Younes SALAH , Maher Jawad Yunes SALAH , Mahir Yunus SALAH ,  SALAH  Mahir ,  ARIF  Abu ,  AREF  Abu ,  SHACKER  Abu ,  AKRAM  Abu "
Salih,,,AL-ARURI,"Saleh AL-ARURI , Salah AL-ARURI , Saleh AL-AROURI , Salih AL-ARORI , Salah AL-AROURI , Salih Muhammad Sulayman AL-ARURI , Saleh Muhammad Suleiman AL-AROURI , Salih Muhammad SULAYMAN ,  SULEIMAN  Salih ,  SULAIMAN  Salih Dar ,  MUHAMMAD  Abu "
Muhammed,,,DEIF,"Muhammad AL-DAYF , Mohammed AL-MASRI "
Yahya,,,SINWAR,"Yahya Ibrahim Hassan SINWAR , Yehya AL-SINWAR , Yehia SINWAR , Yehiyeh SINWAR "
Rawhi,,,MUSHTAHA,
Abu 'Ubaydah Yusuf,,,AL 'ANABI,"Yusuf Abu-'Ubaydah AL-ANABI , Abou Obeida Youssef AL-ANNABI , Abu-Ubaydah Yusuf AL-INABI , Mebrak YAZID , Youcef ABU OBEIDA , Mibrak YAZID , Yousif Abu Obayda YAZID , Yazid MEBRAK , Yazid MABRAK , Yusuf ABU UBAYDAH ,  ABOU YOUCEF "
Oumar,,,YOUNOUS,"Omar YOUNOUS , Oumar SODIAM , Oumar Younous M'BETIBANGUI , Oumar Younnes ABDOULAY , Oumar Younous ABDOULAY , 'Umar YUNUS "
Mustafa,,,AYDIN,
Erkan,,,DUZGOREN,
Serkan,,,DUZGOREN,
Ufuk,,,KENAR,
Sergey Vitalievich,,,KURCHENKO,"Sergei KURCHENKO , Serhiy KURCHENKO , Sergii KURCHENKO , Serhiy Vitaliyovych KURCHENKO "
Olena Yurevna,,,SEMENOVA,Elena Iurevna SEMENOVA 
Aleksander,,,OMELCHENKO,"Alexander A. OMELCHENKO , Aleksandr Anatolyevich OMELCHENKO , Alexandr Anatolyevich OMELCHENKO , Alexander Anatolyevich OMELCHENKO "
Andrey,,,BULYUTIN,
Roman Borisovich,,,ROTENBERG,Roman Borysovych ROTENBERG 
Petr,,,KOLBIN,"Petr Viktorovich KOLBIN , Peter KOLBIN , Pyotr KOLBIN "
Oleg,,,USACHEV,Oleg Leonidovich USACHEV 
Kai,,,PAANANEN,Kai Lauri Johannes PAANANEN 
Simon Gatwech,,,DUAL,"Simon Getwech DUAL , Simon Gatwec DUAL , Simon Gatwich DUAL , Simon GATWEACH , Simon GATWICK , Simon GATWECH , Simon GARWICH ,  General Gaduel ,  Dhual "
Gabriel,,,JOK RIAK,"Gabriel JOK , Jok RIAK , Jock RIAK , Gabriel Jok Riak MAKOL , Jok Riak MAKOL "
Kassem,,,HEJEIJ,"Qasim Muhammad HUJAYJ , Qasim HAJIJ "
Husayn Ali,,,FA'UR,Housein Ali FAOUR 
Adham Husayn,,,TABAJA,"Adham Hussein TABAJA , Adham TABAJAH "
Issam,,,SHAMMOUT,Muhammad Isam Muhammad Anwar Nur SHAMMOUT 
Wendy Dalaithy,,,AMARAL AREVALO,
Fernando,,,TORRES GONZALEZ,
Silvia Romina,,,SANCHEZ CARLON,
Jeniffer Beaney,,,CAMACHO CAZARES,"Jeniffer Beaney CAMACHO CAZAREZ , Jennifer Beaney CAMACHO CAZARES "
Diana Maria,,,SANCHEZ CARLON,
Jose,,,OLIVAS CHAIDEZ," INGENIERO ,  EL BLANCO "
Juan Manuel,,,ALVAREZ INZUNZA," REY MIDAS , Rolando OSUNA GODOY , Erik Tadeo INZUNZA ZAZUETA , Juan Manuel SALAS ROJO , Juan Manuel TAMAYO IBARRA "
Hussein,,,ATRIS,Atris HUSSEIN 
Hassan el-Hajj,,,HASSAN,Hassan El Hajj HASSAN 
Meliad,,,FARAH," HUSSEIN ,  HUSSEIN  Hussein "
'Abd al-Latif Bin 'Abdallah Salih Muhammad,,,AL-KAWARI,"'Abd-al-Latif 'Abdallah Salih AL-KAWARI , 'Abd-al-Latif 'Abdallah Salih AL-KUWARI , 'Abd-al-Latif 'Abdallah AL-KAWWARI , 'Abd-al-Latif 'Abdallah AL-KAWARI ,  Abu Ali al-Kawari "
Sa'd bin Sa'd Muhammad Shariyan,,,AL-KA'BI,"Sa'd Bin Sa'd Muhammad Shiryan AL-KA'BI , Sa'd Sa'd Muhammad Shiryan AL-KA'BI , Sa'd al-Sharyan AL-KA'BI ,  Abu Haza' ,  Abu Hazza' ,  'Umar al-Afghani ,  Abu Sa'd ,  Abu Suad "
Christodoulos,,,XIROS,
Nikolaos,,,MAZIOTIS,Nikos MAZIOTIS 
Ahmed,,,DIRIYE,"Ahmad Umar ABU UBAIDAH , Mahad DIRIYE ,  UBAIDAH  Abu ,  UMAR  Ahmad , Ahmed Omar ABU UBAIDAH , Sheikh Ahmad Umar ABU UBAIDAH , Sheikh Ahmed Umar ABU UBAIDAH , Sheikh Omar ABU UBAIDAHA , Sheikh Ahmed UMAR , Sheikh Mahad Omar ABDIKARIM ,  DIRIYE  Abu "
Mahad,,,KARATE,"Mahad Mohamed Ali KARATE , Mahad Warsame Qalley KARATE , Abdirahim Mohamed WARSAME "
Ali Ouni,,,HARZI,"Ali HARZI , Ali Bin Al-tahar Bin Al-falah Al-ouni AL-HARZI "
Elmer,,,CANALES RIVERA," CROOK ,  CRUCK ,  CROOCK "
Jose Luis,,,MENDOZA FIGUEROA, VIEJO PAVAS 
Eduardo,,,ERAZO NOLASCO, COLOCHO DE WESTER 
Ahmed Ali,,,SALEH,"Ahmad Ali Abdullah SALEH , Ahmed Ali Abdullah SALEH , Ahmad Ali Abdallah SALIH AL-AHMAR "
Abdul Malik,,,AL HOUTHI,"Abdel-Malek AL-HOUTHI , Abdel-Malik AL-HOUTHI , Abdulmalik Bin Bader Al-Deen AL-HOUTHI , Abdul Malik Badruddin Ameerudin Hussain AL-HOUTHI , Abdul-Malik AL-HOUTHI , Abdulmalik Bin Bader Al-Deen AL-HOUTH "
Magdalena,,,RUIZ DE BRIONES,Magdalena RUIZ CARRION 
Claudia Aide,,,BRIONES RUIZ,
Myriam Susana,,,BEATTIE DE BRIONES,"Myriam Susana BEATTIE BRIONES , Myriam Susana BEATTIE MARTINEZ "
Rogelio,,,NIETO GONZALEZ,
Abel,,,BRIONES RUIZ,
Guadalupe,,,FERNANDEZ VALENCIA," DON JULIO ,  JULIA , Ma. Guadalupe FERNANDEZ VALENCIA , Maria Guadalupe FERNANDEZ VALENCIA "
Jorge Mario,,,VALENZUELA VERDUGO, CHOCLOS 
Manuel Eduardo,,,PEREZ URDANETA,
Manuel Gregorio,,,BERNAL MARTINEZ,
Miguel Alcides,,,VIVAS LANDINO,
Gustavo Enrique,,,GONZALEZ LOPEZ,
Justo Jose,,,NOGUERA PIETRI,
Antonio Jose,,,BENAVIDES TORRES,
Katherine Nayarith,,,HARINGHTON PADRON,
Abdallah Asad,,,TAHINI,"Abdallah THAHINI ,  TAHINI  Ahmad , Abdalla As'ad THINI "
Teruaki,,,TAKEUCHI,
Fouzi Reda Darwish,,,FAWAZ,"Fouzi Reda DARWISH-FAWAZ , Fawzi Reda FAWAZ , Fawzy FAWAZ , Fawzi FAWWAZ , Fowzy FAWAZ , Fawzy Reda DARWISH-FAWAZ "
Raisa Vasylivna,,,BOHATYRIOVA,"Raisa BOHATYRYOVA , Raisa BOHATYROVA , Raisa BOGATYRYOVA , Raisa BOGATYRIOVA , Raisa BOGATYROVA , Raisa BOHATYREVA , Rayisa BOHATYRYOVA "
Abdul,,,RASHID BALUCH,"Abdul RASHID BALOCH , Mullah Abdul RASHID , Abdul RASHID BAHRAWI , Qari Abdul RASHID , Hafiz Abdul RASHID , Abdul RASHID "
Aleksandr,,,KARAMAN,"Alexander KARAMAN , Oleksandr KARAMAN , Aleksandru CARAMAN "
Roman,,,LYAGIN,"Roman LYAHIN , Roman LIAGIN , Roman LIAHIN "
Pavel,,,KANISHCHEV,
Andrey,,,KOVALENKO,
Aleksandr,,,DUGIN,"Alexander Gelyevich DUGIN , Aleksandr Gelyevich DUGIN "
Ekaterina,,,GUBAREVA,"Yekaterina GUBAREVA , Kateryna Yuriivna GUBAREVA , Katerina Yuriivna HUBAREVA , Ekaterina Yurievna GUBAREVA , Ekaterina Yurievna KRASKO "
Sergei,,,ABISOV,Sergei Vadimovich ABISOV 
Yuriy Vladimirovich,,,IVAKIN,Yurii IVAKIN 
Oleksandr Sergeyevich,,,KHODAKOVSKYY,"Aleksandr KHODAKOVSKIY , Alexander KHODAKOVSKY "
Octavio,,,CARTAGENA BENITEZ," GABRIEL PARACO ,  DON GABRIEL "
Juan Santiago,,,GALLON HENAO,
Denis Mamadou,,,CUSPERT,"Deso DOGG , Abu Talha AL-ALMANI , Denis CUSPERT ,  MAMADOU  Abu ,  MALEEQ  Abou ,  MALIQ  Abu ,  TALHA THE GERMAN  Abu ,  MALIK  Abu ,  AL-MUJAHEED  Abu Maleeq ,  AL ALMANI  Abu Talhah "
Nemesio,,,OSEGUERA CERVANTES,"Ruben OSEGUERA CERVANTES ,  Mencho "
Abigael,,,GONZALEZ VALENCIA,"Abigail GONZALEZ VALENCIA , Luis Angel GOMEZ FLORES , Jonathan Paul TAK TOLEDO , Paul Jonathan TAK TOLEDO , Luis Angel GONZALEZ VALENCIA "
Francisco Javier,,,GASTELUM SERRANO,
Maulana,,,FAZLULLAH," Mullah Fazlullah , Fazal HAYAT ,  Mullah Radio "
'Abdallah,,,AL-ASHQAR,"Abdallah AL-ASHQAR , Abdullah AL-ASHQAR , 'Abdallah AL-'ASHQAR , Abdullah Jihad AL-ASHQAR , 'Abdallah Jihad Musa AL-ASHQAR , Abdullah Jihad AL ASHQAR , Abu al Muhtasib AL MAQDISI , Muhandes AL-TAWHID , Muhandis AL-TAWHID ,  AL MUHTASIB  Abu , Abu-al-Muhtasib AL-MAQDISI ,  ABU-HAJIR , Abdallah ASHKAR "
Ryong,,,KANG,
Kwang Ho,,,YU,
Kyu,,,KIM,
Sok Chol,,,KIM,
Song Chol,,,JANG,
Jong Hun,,,KIL,
Kwang Yon,,,KIM,
Kwang Chun,,,KIM,
Jin,,,RYU,
Yong Son,,,JANG,
Yong Chol,,,KIM,
Andrei Alexandrovich,,,STRIZHOV,
Victor Yakovlevich,,,GRIN,Viktor GRIN 
Ahmad,,,BARQAWI,"Ahmed BARQAWI , Ahmad AL-BARQAWI ,  BARQAWI  Hamodeh , Ahmad Abedallah BARQAWI , Ahmad Abed Allah BARQAWI "
Wael,,,ABDULKARIM,Mohammad Wael ABDULKARIM 
Alexei Vyacheslavovich,,,KARYAKIN,"Aleksey KARIAKIN , Aleksey KARYAKIN , Alexei KARYAKIN "
Konstantin,,,MALOFEYEV,"Konstantin Valerevich MALOFEEV , Konstantin Valerievich MALOFEEV , Konstantin Valeryevich MALOFEEV "
Apti Kharonovich,,,ALAUDINOV,"Apty ALAUDINOV , Apt Aaronovitch ALAUDINOV "
Aleksey,,,MOZGOVOY,"Oleksiy MOZGOVOY , Alexei MOZGOVOY , Aleksei MOZGOVOY , Aleksei MOZGOVOI , Alexei MOZGOVOI , Aleksei MOZGOVY , Aleksei MOZHOVY , Aleksei MOZHOVYY , Oleksiy MOZGOVOI , Oleksiy MOZGOVY , Oleksiy MOZHOVY , Oleksiy MOZHOVVY "
Igor Venediktovich,,,PLOTNITSKY,Igor PLOTNITSKY 
Ali Abdullah,,,SALEH,Ali Abdallah SALIH 
Abdullah Yahya,,,AL HAKIM,"Abu Ali AL HAKIM , Abu-Ali AL-HAKIM , Abdallah AL-HAKIM , Abu Ali ALHAKIM , Abdallah AL-MU'AYYAD "
Abd al-Khaliq,,,AL-HUTHI,"Abd-al-Khaliq AL-HUTHI ,  ABU-YUNUS , Abd-al-Khaliq Badr-al-Din AL HUTHI , 'Abd al-Khaliq Badr al-Din AL-HUTHI , Abd al-Khaliq Badr al-Din AL-HOUTHI , Abdul Khaliq Badreddin AL-HOUTHI "
Khan,,,SAID,"Khan SAYED , Sajna MEHSUD "
Ramzi,,,MAWAFI,"Ramzi MOWAFI , Ramzi Mahmoud AL MOWAFI , Ramzi MUWAFI "
Aziz Moosa,,,BILAKHIA,
Issa,,,AL-ZEYDI,Issa AL-ZAYDI 
Qusay,,,MIHOUB,Qusay MAHYUB 
Kamal Eddin,,,TU'MA,"Kamal Eddin TOUMA , Kamal Al-Din TU'MA "
Khodr,,,ORFALI,"Khudr URFALI , Khodr ORPHALY , Khedr ORPHALI , Khudr ORPHALY "
Aleksandr,,,ZALDOSTANOV,"Aleksandr Sergeevich ZALDASTANOV , Alexander ZALDOSTANOV ,  The Surgeon ,  Khirurg , Alexander Sergeyevich ZALDOSTANOV "
Besnik,,,KELMENDI,Besnik KELJMENDI 
Donata,,,KELMENDI,
Elvis,,,KELMENDI,Elvis KELJMENDI 
Serhii Anatoliyovych,,,ZDRILIUK,"Serghiei ZDRILIUK , Sergei ZDRILYUK , Sergey ZDRILYUK , Serhiy ZDRYLYUK "
Abd al-Baset,,,AZZOUZ,"Abdelbassed AZOUZ , Abdulbasit AZUZ "
Fatih,,,HASAR, AL-TURKI  Ubayd 
Abdessamad,,,FATEH, Abu Hamza 
Muhannad,,,AL-NAJDI," AL-TAJIKI  Ghassan , 'Ali Manahi 'Ali al-Mahaydali AL-'UTAYBI "
Magomed Khozhakhmedovich,,,DAUDOV,"Magomed Hozhahmedovich DAUDOV , Magomed Hojahmedovich DAUDOV "
Salim,,,BENGHALEM,
Tariq Bin-Al-Tahar Bin Al Falih Al-'Awni,,,AL-HARZI,"Tariq Tahir Falih AI-Awni AI-HARZI , Tariq Tahir Faleh Al-Awni AL-HARZI , Tariq Abu 'Umar AL-TUNISI , Tariq Abu Umar AL-TUNISI , Abu 'Umar AL-TUNISI , Tarek Ben El Felah El Aouni EL HARAZI , Tarik Bin al-Falah al-Awni AL-HARAZI , Tariq AL-TUNISI , Tariq Tahir Falih 'Awni HARZI , Tariq Bin Tahir Bin Al-Falih Al-Auni AI-HARZI ,  HOUDOUD  Abu Omar "
Ashraf Muhammad Yusuf 'Uthman,,,'ABD AL-SALAM,"Ashraf Muhammad Yusif 'Uthman 'ABD-AL-SALAM , Ashraf Muhammad Yusuf 'ABD-AL-SALAM , Ashraf Muhammad Yusif 'ABD AL-SALAM ,  Khattab ,  Ibn al-Khattab "
'Abd al-Malik Muhammad Yusuf 'Uthman,,,'ABD AL-SALAM,"'Abd al-Malik Muhammad Yusif 'ABD-AL-SALAM ,  'Umar al-Qatari ,  'Umar al-Tayyar "
Ibrahim 'Isa Hajji Muhammad,,,AL-BAKR,"Ibrahim 'Issa Haji Muhammad AL-BAKAR , Ibrahim 'Isa Haji AL-BAKR , Ibrahim Issa Hijji Mohd ALBAKER , Ibrahim 'Issa AL-BAKAR , Ibrahim AL-BAKR ,  Abu Khalil "
Lavdrim,,,MUHAXHERI,"Ebu Abdullah EL ALBANI ,  AL KOSOVA  Abu Abdullah ,  AL-KOSOVI  Abu Abdallah ,  AL-KOSOVO  Abu Abdallah "
'Abd al-Aziz Aday Zimin,,,AL-FADHIL,"'Abd al-Aziz Udai Samin AL-FADHLI , 'Abd al-Aziz Udai Samin AL-FADHL , 'Abd al-Aziz 'Adhay Zimin AL-FADHLI , 'Abdalaziz 'Ad'ai Samin Fadhli AL-FADHALI "
Hamad Awad Dahi Sarhan,,,AL-SHAMMARI, AL-KUWAITI  Abu Uqlah 
Maalim,,,SALMAN,"Mu'alim SALMAN , Mualem SULEIMAN , Ameer SALMAN , Ma'alim SULEIMAN , Maalim Salman ALI , Maalim Selman ALI , Ma'alim SELMAN , Ma'alin SULAYMAN "
Tarkhan Tayumurazovich,,,BATIRASHVILI,"Tarkhan Tayumurazovich BATYRASHVILI , Tarkhan BATIRASHVILI , Omar SHISHANI , Umar SHISHANI ,  Chechen Omar ,  Omar the Chechen , Omar AL-SHISHANI ,  Omer the Chechen , Abu Umar AL-SHISHANI ,  Umar the Chechen ,  Abu Hudhayfah ,  Abu Umar "
Amru,,,AL-ABSI," Abu al-Athir ,  Abu al-Asir "
Murad,,,MARGOSHVILI,"Muslim Abu al-Walid AL-SHISHANI , Murad Muslim Akhmetovich MARGOSHVILI , Murad MADAEV , Murad Akhmadovich MADAYEV ,  Muslim Georgia , Lova MARGOSHVILI , Lova MADAEV , Muslim Akmadovich MARGOSHVILI , Muslim Akhmetovich Georgik MARGOSHVILI ,  Dzhorzhik ,  Dzhordzhik ,  Kus ,  Artur "
Mohammed Abdel-Halim Hemaida,,,SALEH,Muhammad Abd-al-Halim HUMAYDAH 
Nusret,,,IMAMOVIC,Nusret Sulejman IMAMOVIC 
Liridon,,,KELMENDI,Liridon KELJMENDI 
Wiji Joko,,,SANTOSO,"Wijijoko SANTOSO ,  AL-JAWI  Abu Seif ,  ABU SEIF "
Bambang,,,SUKIRNO," Pak Zahra ,  Abu Zahra "
Angga Dimas,,,PERSHADA,"Angga Dimas PERSADA , Angga Dimas PERSADHA , Angga Dimas PRASONDHA "
Umair Naeem,,,SHEIKH,Umair NAEEM 
Muhammad Naeem,,,SHEIKH,"Mohammad Nayeem SHEIKH ,  NAEEM  Sheikh , Muhammad NAEEM ,  NAIM  Shaikh "
Fazl-ur Rehman,,,KHALIL,"Fazlur Rehman KHALIL , Fazl ur-Rahman KHALIL , Faisal Rahman KHALIL "
Santino Deng,,,WOL,"Santino Deng WUOL , Santino Deng KUOL "
Batoul,,,RIDA,
Vladimir,,,ANTYUFEYEV,"Vladimir Yuryevich ANTYUFEYEV , Vladimir Iurievici ANTIUFEEV , Vladimir ANTIUFEYEV , Vladimir SHEVTSOV , Vadim SHEVTSOV , Vadim Gheorghievici SHEVTSOV , Vladimir Gheorghievici ALEXANDROV "
Natalia Vladimirovna,,,POKLONSKAYA,"Natalia POKLONSKAYA , Natalya POKLONSKAYA , Natalya POKLONSKA "
Pavel,,,GUBAREV,Pavlo HUBARYEV 
Petr,,,SAVCHENKO,"Peter SAVCHENKO , Petro Oleksiiovych SAVCHENKO , Peter A. SAVCHENKO "
Nikolai,,,KOZITSYN,"Nikolay KOZITSYN , Mykola Ivanovych KOZITSYN , Mykola KOZITSYN "
Sayyed Jabar,,,HOSSEINI,
Alexander,,,ZAKHARCHENKO,
Arman,,,IMANIRAD,
Mohammad Javad,,,IMANIRAD,
Abdul Mohsen Abdullah Ibrahim,,,AL-SHARIKH,"Abdul Mohsen Abdallah Ibrahim AL CHAREKH , Abdul Mohsen Abdullah Ibrahim ALSHAREKH , Abd-al-Muhsin Abdallah AL-SHARIKH , Abd-al-Latif AL-NAJDI , Sanafi AL-NASR ,  KARIMI  Ali "
Hamid Hamad Hamid,,,AL-'ALI,"Hamid Hamad AL-'ALI , Hamad Hamid AL-'ALI ,  ABU SULTAN "
Alexander,,,KHRYAKOV,"Oleksandr Vitaliyovych KHRYAKOV , Alexander Vitaliyovych KHRYAKOV , Aleksandr Vitaliyovych KHRYAKOV , Oleksandr KHRYAKOV , Alexandr KHRYAKOV "
Said,,,ARIF,"Said Mohamed ARIF , Omar GHARIB ,  ABDERAHMANE ,  ABDERRAHMANE ,  SOULEIMAN ,  ABDALLAH AL-JAZAIRI , Slimane CHABANI "
Fedor,,,BEREZIN,"Fyodor BEREZIN , Fyodor Dmitrievich BEREZIN "
Dmitry Sergeyevich,,,NEKLYUDOV,Dmitriy Sergeyevich NEKLYUDOV 
Hajjaj Fahd Hajjaj Muhammad Shabib,,,AL-'AJMI,"Hijaj Fahid Hijaj Muhammad Sabib AL-AJMI , Hicac Fehid Hicac Muhammed Sebib AL-ACMI , Hajjaj Bin-Fahad AL-AJMI , Sheikh Hajaj AL-AJAMI , Hajaj AL-AJAMI , Ajaj AJAMI "
Shafi Sultan Mohammed,,,AL-AJMI,"Doctor Shafi AL-AJMI , Sheikh Shafi AL-AJMI ,  SHAYKH ABU-SULTAN "
'Abd al-Rahman Khalaf 'Ubayd Juday',,,AL-'ANIZI,"'Abd al-Rahman Khalaf AL-'ANZI ,  AL-RAHMAN  Abu Usamah ,  ABU USAMA ,  YUSUF , 'Abd al-Rahman Khalaf AL-ANIZI ,  KUWAITI  Abu Shaima' ,  AL-KUWAITI  Abu Usamah "
Muhammad,,,IQBAL,"Mohammad IQBAL , Haji IQBAL "
Oleh Anatolievich,,,TSARYOV,"Oleh TSARYOV , Oleg TSAROV , Oleg TSAREV , Oleh TSARIOV "
Abd Al Nur,,,SHALAN,"Abdul Nur Ali SHA'LAN , Abd Al Nur Ali SHALAN , Abdul-Nur Ali SHALAN , Abdul Nur Ali CHAALAN , Abdul Nur Ali SHAALAN "
Alejandra,,,ARAUJO URIARTE,
Qari,,,RAHMAT,Kari RAHMAT 
Haji Abdul,,,BASIR,"Haji 'ABD AL-BASIR , Haji Basir NOORZAI , Abdul BASEER , Abdal BASIR "
Jose Luis,,,CABRERA SARABIA,
Alejandro,,,CABRERA SARABIA,
Felipe,,,CABRERA SARABIA,"Miguel VELAZQUEZ MANJARREZ ,  EL INGENIERO ,  EL SENOR DE LA SIERRA "
Miroslav Vladimirovich,,,RUDENKO,"Miroslav RUDENKO , Myroslav RUDENKO "
Florindo Eleuterio,,,FLORES HALA, COMRADE ARTEMIO 
Jorge,,,QUISPE PALOMINO, COMRADE RAUL 
Carlos Arturo,,,ARREDONDO ORTIZ, MATEO 
Nelson Dario,,,ISAZA SANCHEZ, NENE 
Felix Alberto,,,ISAZA SANCHEZ, BETO 
Guadalupe Candelario,,,GASTELUM SERRANO,
Alfredo,,,GASTELUM SERRANO,
Cesar,,,GASTELUM SERRANO, LA SENORA 
Dejan,,,DONKO,
Igor Nikolayevich,,,BEZLER,"Igor Mykolaiovych BEZLER , Igor BEZLER , Ihor BEZLER "
Abu Mohammed,,,AL-ADNANI,"Taha Sobhi FALAHA , Abu Mohammad AL-ADNANI , Yasser Khalaf Hussein Nazal AL-RAWI , Jaber Taha FALAH , Abu Baker AL-KHATAB , Abu Sadek AL-RAWI , Taha AL-BANSHI , Abu Mohamed AL-ADNANI , Abu-Muhammad al-Adnani AL-SHAMI "
Igor Olegovich,,,SHCHEGOLEV,Igor Olegovich SHCHYOGOLEV 
Didier de Jesus,,,RIOS LOPEZ, TUTO 
Diego Alberto,,,MUNOZ AGUDELO, DIEGO CHAMIZO 
Anders Cameroon Ostensvig,,,DALE," MUSLIM ABU ABDURRAHMAN ,  ABU ABDURRAHMAN THE NORWEGIAN ,  ABU ABDURRAHMAN THE MOROCCAN "
Ali,,,ZEAITER,"Ali ZOEITER , 'Ali ZU'AYTAR , Ali Husayn ZU'AYTIR "
Ayman,,,IBRAHIM,Ayman Ahmad IBRAHIM 
Kamel Mohamad,,,AMHAZ,"Kamel Mohamed AMHAZ , Kamel AMHAZ , Kamel AL-AMHAZ , Kamil AMHAZ "
Edinson Rodolfo,,,ROJAS, PICHI 
Julian Andrey,,,GONZALEZ VASQUEZ, BARNY 
Rubiel,,,MEDINA CARDONA, MONO AMALFI 
Freyner Alfonso,,,RAMIREZ GARCIA, CARLOS PESEBRE 
Jesus David,,,HERNANDEZ GRISALES, CHAPARRO 
Juan Carlos,,,MESA VALLEJO," CARLOS CHATAS ,  TOM "
Alexander Yuryevich,,,BORODAY,Aleksandr BORODAI 
Herman De Jesus,,,MEDINA DIAZ,
Luis Carlos,,,BUSTAMANTE JARAMILLO,
Alexis,,,ROMERO RODRIGUEZ,
Victor,,,QUISPE PALOMINO, COMRADE JOSE 
Nazir Ahmad,,,CHAUDHRY,"Nazir AHMAD , Nazir AHMED , Nazeer AHMED "
Muhammad Hussein,,,GILL,"Muhammad Hussain GILL , Abdul WAFA , Abu UL-WAFA , Yahya Abu AL WAFA "
Francesco,,,SCHIAVONE, SANDOKAN 
Adam Sultanovich,,,DELIMKHANOV,Adam Sultanovich DELIMHANOV 
Shawki Ali Ahmed,,,AL-BADANI,"Shawqi Ali Ahmad AL-BA'DANI , Shawqi Ali Ahmad AL-BAADANI , Shawqi Ali Ahmad Muhammad AL BADANI "
Francesco,,,BIDOGNETTI, CICCIOTTO E MEZZANOTTE 
Edward,,,GARCIA ARBOLEDA, ORION 
Oscar Alonso,,,ECHEVERRI PAREJA, MOSCO 
Valery,,,BOLOTOV,"Valeriy BOLOTOV , Valeri BOLOTOV "
